,Dominant_Topic,Perc_Contribution,Topic_Keywords,Title,ID,Teacher_id
1702,8,0.3248,"base, use, method, propose, system, result, paper, approach, feature, show",pQMaker: empirically estimating amino acid substitution models in a parallel environment,1987,118
1703,8,0.4262,"base, use, method, propose, system, result, paper, approach, feature, show",FULL MANUSCRIPT,1988,118
1704,8,0.3699,"base, use, method, propose, system, result, paper, approach, feature, show",""" Idea Maps"" of Research Fields",1993,118
1705,8,0.3258,"base, use, method, propose, system, result, paper, approach, feature, show",On the pheromone update rules of ant colony optimization approaches for the job shop scheduling problem,1995,120
1706,8,0.3578,"base, use, method, propose, system, result, paper, approach, feature, show",AcoSeeD: An ant colony optimization for finding optimal spaced seeds in biological sequence search,1996,120
1707,8,0.3497,"base, use, method, propose, system, result, paper, approach, feature, show",An extended TOPSIS method with unknown weight information in dynamic neutrosophic environment,1997,120
1708,8,0.2407,"base, use, method, propose, system, result, paper, approach, feature, show",Ants can solve the parallel drone scheduling traveling salesman problem,1998,120
1709,8,0.3746,"base, use, method, propose, system, result, paper, approach, feature, show",An efficient ant colony optimization algorithm for protein structure prediction,1999,120
1710,8,0.5092,"base, use, method, propose, system, result, paper, approach, feature, show",ACOHAP: an efficient ant colony optimization for the haplotype inference by pure parsimony problem,2000,120
1711,15,0.2596,"network, time, design, propose, high, control, low, dynamic, work, agent",MODELING MULTI-CRITERIA DECISION-MAKING IN DYNAMIC NEUTROSOPHIC ENVIRONMENTS BASED ON CHOQUET INTEGRAL,2002,120
1712,8,0.3731,"base, use, method, propose, system, result, paper, approach, feature, show",A novel and efficient ant colony optimization algorithm for protein 3D structure prediction,2003,120
1713,8,0.3619,"base, use, method, propose, system, result, paper, approach, feature, show",A novel ant based algorithm for multiple graph alignment,2004,120
1714,8,0.4367,"base, use, method, propose, system, result, paper, approach, feature, show",Preliminary results on the whole genome analysis of a Vietnamese individual,2005,120
1715,8,0.4062,"base, use, method, propose, system, result, paper, approach, feature, show",GA_SVM: a genetic algorithm for improving gene regulatory activity prediction,2006,120
1716,8,0.3535,"base, use, method, propose, system, result, paper, approach, feature, show",ACOGNA2: A novel algorithm for maximizing accuracy in global network alignment,2008,120
1717,14,0.2962,"problem, algorithm, solution, search, solve, optimization, fault, cluster, tree, objective",An efficient two-phase ant colony optimization algorithm for the closest string problem,2009,120
1718,8,0.4145,"base, use, method, propose, system, result, paper, approach, feature, show",Meta-reg: A computational metaheuristic framework to improve SVM-based prediction of regulatory activity [J],2010,120
1719,8,0.3513,"base, use, method, propose, system, result, paper, approach, feature, show",A fast and efficient ant colony optimization for haplotype inference by pure parsimony,2011,120
1720,8,0.2608,"base, use, method, propose, system, result, paper, approach, feature, show",Adaptive Large Neighborhood Search Enhances Global Protein-Protein Network Alignment,2012,120
1721,8,0.3912,"base, use, method, propose, system, result, paper, approach, feature, show",An Efﬁcient Ant Colony Optimization Algorithm for Protein Structure Prediction,2013,120
1722,8,0.4996,"base, use, method, propose, system, result, paper, approach, feature, show",Ant colony optimization based founder sequence reconstruction,2014,120
1723,8,0.3206,"base, use, method, propose, system, result, paper, approach, feature, show",Transformation of UML models to CSP: A case study for graph transformation tools,2021,124
1724,8,0.2732,"base, use, method, propose, system, result, paper, approach, feature, show",Applications of graph transformations with industrial relevance,2022,124
1725,8,0.1772,"base, use, method, propose, system, result, paper, approach, feature, show",On integrating ocl and triple graph grammars,2023,124
1726,8,0.2317,"base, use, method, propose, system, result, paper, approach, feature, show",On domain driven design using annotation-based domain specific language,2024,124
1727,8,0.3087,"base, use, method, propose, system, result, paper, approach, feature, show",Precise model-driven transformations based on graphs and metamodels,2025,124
1728,8,0.268,"base, use, method, propose, system, result, paper, approach, feature, show",Domain-driven design using meta-attributes: a DSL-based approach,2026,124
1729,8,0.2897,"base, use, method, propose, system, result, paper, approach, feature, show",An OCL-based framework for model transformations,2027,124
1730,8,0.3218,"base, use, method, propose, system, result, paper, approach, feature, show",Checking the Conformance between Models Based on Scenario Synchronization.,2028,124
1731,15,0.269,"network, time, design, propose, high, control, low, dynamic, work, agent",Domain-driven design patterns: A metadata-based approach,2029,124
1732,8,0.4805,"base, use, method, propose, system, result, paper, approach, feature, show",A type system for counting logs of multi-threaded nested transactional programs,2030,124
1733,8,0.2879,"base, use, method, propose, system, result, paper, approach, feature, show",From graph transformation to ocl using use,2031,124
1734,8,0.3193,"base, use, method, propose, system, result, paper, approach, feature, show",USLTG: Test case automatic generation by transforming use cases,2032,124
1735,8,0.3187,"base, use, method, propose, system, result, paper, approach, feature, show",A transformation-based method for test case automatic generation from use cases,2033,124
1736,21,0.2593,"datum, rule, case, process, application, domain, build, knowledge, property, perform",USL: Towards Precise Specification of Use Cases for Model-Driven Development,2034,124
1737,8,0.2035,"base, use, method, propose, system, result, paper, approach, feature, show",Generative software module development: A domain-driven design perspective,2035,124
1738,8,0.2339,"base, use, method, propose, system, result, paper, approach, feature, show",Calculating statically maximum log memory used by multi-threaded transactional programs,2036,124
1739,8,0.3123,"base, use, method, propose, system, result, paper, approach, feature, show",Automating inference of ocl business rules from user scenarios,2037,124
1740,8,0.336,"base, use, method, propose, system, result, paper, approach, feature, show",Triple Graph Grammars and OCL for Validating System Behavior,2038,124
1741,8,0.3213,"base, use, method, propose, system, result, paper, approach, feature, show",On automating inference of OCL constraints from counterexamples and examples,2039,124
1742,8,0.2909,"base, use, method, propose, system, result, paper, approach, feature, show",Validation of System Behavior Utilizing an Integrated Semantics of Use Case and Design Models,2040,124
1743,8,0.3693,"base, use, method, propose, system, result, paper, approach, feature, show",Axiomatic characterization of belief merging by negotiation,2041,127
1744,8,0.2787,"base, use, method, propose, system, result, paper, approach, feature, show",Inconsistency measures for probabilistic knowledge bases,2042,127
1745,8,0.2502,"base, use, method, propose, system, result, paper, approach, feature, show",An axiomatic model for merging stratified belief bases by negotiation,2043,127
1746,8,0.4811,"base, use, method, propose, system, result, paper, approach, feature, show",Merging belief bases by negotiation,2044,127
1747,8,0.4335,"base, use, method, propose, system, result, paper, approach, feature, show",On the belief merging by negotiation,2045,127
1748,8,0.3842,"base, use, method, propose, system, result, paper, approach, feature, show",Method for restoring consistency in probabilistic knowledge bases,2046,127
1749,8,0.4247,"base, use, method, propose, system, result, paper, approach, feature, show",Argumentation framework for merging stratified belief bases,2047,127
1750,8,0.2792,"base, use, method, propose, system, result, paper, approach, feature, show",Solving inconsistencies in probabilistic knowledge bases via inconsistency measures,2048,127
1751,8,0.2713,"base, use, method, propose, system, result, paper, approach, feature, show",An algorithm for agent knowledge integration using conjunctive and disjunctive structures,2049,127
1752,8,0.3562,"base, use, method, propose, system, result, paper, approach, feature, show",Short time cardio-vascular pulses estimation for dengue fever screening via continuous-wave Doppler radar using empirical mode decomposition and continuous wavelet transform,2050,127
1753,8,0.2917,"base, use, method, propose, system, result, paper, approach, feature, show",Framework for merging probabilistic knowledge bases,2051,127
1754,8,0.3545,"base, use, method, propose, system, result, paper, approach, feature, show",Merging possibilistic belief bases by argumentation,2052,127
1755,8,0.456,"base, use, method, propose, system, result, paper, approach, feature, show",Security Policy Integration Method for Information Systems,2053,127
1756,13,0.2325,"system, user, service, iot, resource, architecture, application, internet, item, represent",Conceptual and Rating Model of the V-SMARTH Smart University,2054,127
1757,8,0.3547,"base, use, method, propose, system, result, paper, approach, feature, show",A distance-based approach for merging probabilistic knowledge bases,2055,127
1758,8,0.2308,"base, use, method, propose, system, result, paper, approach, feature, show",Integration of knowledge in disjunctive structure on semantic level,2056,127
